"year","state","species","value_imputed_gdp_adjusted","nmfs_region"
2014,"Connecticut","SHARK, DOGFISH, SMOOTH",5133.42,"S. New England"
2014,"Connecticut","SHARK, DOGFISH, SPINY",4927.93,"S. New England"
2014,"Connecticut","SHARK, MAKO, LONGFIN",1357.4,"S. New England"
2014,"Connecticut","SHRIMP, ROYAL RED",87674.38,"S. New England"
2014,"Connecticut","SHRIMPS **",324.16,"S. New England"
2014,"Connecticut","SHRIMPS, MANTIS **",99.37,"S. New England"
2014,"Connecticut","SILVERSIDE, ATLANTIC",1099.81,"S. New England"
2014,"Connecticut","SKATE, BARNDOOR",888.53,"S. New England"
2014,"Connecticut","SKATE, SMOOTH",1160.59,"S. New England"
2014,"Connecticut","SKATES, RAJIDAE (FAMILY) **",198010.69,"S. New England"
2014,"Connecticut","SQUID, LONGFIN LOLIGO",1306222.63,"S. New England"
2014,"Connecticut","SQUID, SHORTFIN ILLEX",959.92,"S. New England"
2014,"Connecticut","SWORDFISH",994.66,"S. New England"
2014,"Connecticut","TAUTOG",14216.53,"S. New England"
2014,"Connecticut","TILEFISH, GOLDEN",4999.32,"S. New England"
2014,"Connecticut","TOADFISHES, BATRACHOIDIDAE (FAMILY) **",3.86,"S. New England"
2014,"Connecticut","TRIGGERFISHES **",77.18,"S. New England"
2014,"Connecticut","TUNA, BIGEYE",4742.7,"S. New England"
2014,"Connecticut","TUNA, YELLOWFIN",20355.22,"S. New England"
2014,"Connecticut","WAHOO",188.13,"S. New England"
2014,"Connecticut","WEAKFISH",6749.38,"S. New England"
2014,"Connecticut","WHELK, CHANNELED",324408.13,"S. New England"
2014,"Connecticut","WHELK, KNOBBED",10252.38,"S. New England"
2014,"Connecticut","WINDOWPANE",1716.29,"S. New England"
2014,"Connecticut","TUNA, ALBACORE",30.57,"S. New England"
2014,"Connecticut","TUNA, BLUEFIN",27.31,"S. New England"
2014,"Delaware","CARP, COMMON",5421.88,"Mid Atlantic"
2014,"Delaware","CLAM, QUAHOG, NORTHERN",128678.1,"Mid Atlantic"
2014,"Delaware","CRAB, BLUE",4224623.27,"Mid Atlantic"
2014,"Delaware","CRAB, HORSESHOE",356664.48,"Mid Atlantic"
2014,"Delaware","EEL, AMERICAN",150471.76,"Mid Atlantic"
2014,"Delaware","FLOUNDER, SUMMER",4717.62,"Mid Atlantic"
2014,"Delaware","LOBSTER, AMERICAN",118004.13,"Mid Atlantic"
2014,"Delaware","MENHADEN, ATLANTIC",15865.28,"Mid Atlantic"
2014,"Delaware","OYSTER, EASTERN",404769.71,"Mid Atlantic"
2014,"Delaware","SHAD, AMERICAN",96093.73,"Mid Atlantic"
2014,"Delaware","TRIGGERFISH, GRAY",24.12,"Mid Atlantic"
2014,"Delaware","WHELK, KNOBBED",422882.86,"Mid Atlantic"
2014,"Delaware","BASS, BLACK SEA",151402.14,"Mid Atlantic"
2014,"Delaware","BASS, STRIPED",245349.4,"Mid Atlantic"
2014,"Delaware","BLUEFISH",30211.96,"Mid Atlantic"
2014,"Delaware","CATFISH, BLUE",12.38,"Mid Atlantic"
2014,"Delaware","CATFISH, CHANNEL",3226.39,"Mid Atlantic"
2014,"Delaware","COD, ATLANTIC",3460.29,"Mid Atlantic"
2014,"Delaware","CRAB, ATLANTIC ROCK",1254.61,"Mid Atlantic"
2014,"Delaware","CROAKER, ATLANTIC",4120.08,"Mid Atlantic"
2014,"Delaware","CUNNER",33.62,"Mid Atlantic"
2014,"Delaware","DRUM, BLACK",3574.68,"Mid Atlantic"
2014,"Delaware","EEL, CONGER",12050.78,"Mid Atlantic"
2014,"Delaware","HAKE, RED",1287.34,"Mid Atlantic"
2014,"Delaware","HAKE, SILVER",1685.41,"Mid Atlantic"
2014,"Delaware","KINGFISH, NORTHERN",160.4,"Mid Atlantic"
2014,"Delaware","MACKEREL, KING",13.58,"Mid Atlantic"
2014,"Delaware","MENHADENS **",8263.6,"Mid Atlantic"
2014,"Delaware","MULLETS **",197.89,"Mid Atlantic"
2014,"Delaware","PERCH, WHITE",38843.03,"Mid Atlantic"
2014,"Delaware","SCUP",2.03,"Mid Atlantic"
2014,"Delaware","SHAD, GIZZARD",226.76,"Mid Atlantic"
2014,"Delaware","SHARK, DOGFISH, SMOOTH",210.56,"Mid Atlantic"
2014,"Delaware","SHARK, DOGFISH, SPINY",3839.9,"Mid Atlantic"
2014,"Delaware","SPOT",30880.98,"Mid Atlantic"
2014,"Delaware","TAUTOG",1594.59,"Mid Atlantic"
2014,"Delaware","TRIGGERFISHES **",12.41,"Mid Atlantic"
2014,"Delaware","WEAKFISH",367917.02,"Mid Atlantic"
2014,"Delaware","WHELK, CHANNELED",127313.86,"Mid Atlantic"
2014,"Maine","CLAM, QUAHOG, NORTHERN",1144413.14,"N. New England"
2014,"Maine","CLAM, QUAHOG, OCEAN",1194495.15,"N. New England"
2014,"Maine","CLAM, RAZOR, ATLANTIC",69586.32,"N. New England"
2014,"Maine","CLAM, SOFT",19519318.12,"N. New England"
2014,"Maine","COD, ATLANTIC",853196.21,"N. New England"
2014,"Maine","CRAB, ATLANTIC ROCK",630906.67,"N. New England"
2014,"Maine","CRAB, JONAH",102298.99,"N. New England"
2014,"Maine","CRABS, BRACHYURA **",55017.65,"N. New England"
2014,"Maine","CUCUMBERS, SEA **",156264.11,"N. New England"
2014,"Maine","CUSK",23094.14,"N. New England"
2014,"Maine","EEL, AMERICAN",8175726.94,"N. New England"
2014,"Maine","FLOUNDER, AMERICAN PLAICE",842720.98,"N. New England"
2014,"Maine","FLOUNDER, WITCH",353561.85,"N. New England"
2014,"Maine","GOOSEFISH",545629.69,"N. New England"
2014,"Maine","HADDOCK",368805.83,"N. New England"
2014,"Maine","HAKE, SILVER",53504.93,"N. New England"
2014,"Maine","HAKE, WHITE",1194669.77,"N. New England"
2014,"Maine","HALIBUT, ATLANTIC",423003.45,"N. New England"
2014,"Maine","HERRING, ATLANTIC",15640430.66,"N. New England"
2014,"Maine","LOBSTER, AMERICAN",445569871.88,"N. New England"
2014,"Maine","MACKEREL, ATLANTIC",318850.21,"N. New England"
2014,"Maine","MUSSEL, SEA",2076820.96,"N. New England"
2014,"Maine","OYSTER, EASTERN",2891976.19,"N. New England"
2014,"Maine","OYSTER, EDIBLE",64992.19,"N. New England"
2014,"Maine","PERIWINKLES, ATLANTIC **",766613.93,"N. New England"
2014,"Maine","POLLOCK",2776909.72,"N. New England"
2014,"Maine","POLYCHAETE, BLOODWORMS",5870537.56,"N. New England"
2014,"Maine","POLYCHAETE, SANDWORMS **",1379638.99,"N. New England"
2014,"Maine","REDFISH, ACADIAN",342485.58,"N. New England"
2014,"Maine","SCALLOP, SEA",8280958.77,"N. New England"
2014,"Maine","SEAWEED, ROCKWEEDS **",1244473.92,"N. New England"
2014,"Maine","SHARK, DOGFISH, SPINY",33959.13,"N. New England"
2014,"Maine","SHARK, MAKO, SHORTFIN",864.41,"N. New England"
2014,"Maine","SHARK, PORBEAGLE",1067.01,"N. New England"
2014,"Maine","SWORDFISH",41387.69,"N. New England"
2014,"Maine","TUNA, BLUEFIN",1805409.34,"N. New England"
2014,"Maine","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)",5095718.45,"N. New England"
2014,"Maine","WHELK, WAVED",18365.91,"N. New England"
2014,"Maine","ALEWIFE",1356392.33,"N. New England"
2014,"Maine","FLOUNDER, WINTER",2966841.31,"N. New England"
2014,"Maine","FLOUNDER, YELLOWTAIL",4767216.03,"N. New England"
2014,"Maine","HAGFISHES **",3585374.61,"N. New England"
2014,"Maine","HALIBUT, GREENLAND",345.45,"N. New England"
2014,"Maine","SALMON, ATLANTIC",4534.65,"N. New England"
2014,"Maine","SEAWEED **",73322.37,"N. New England"
2014,"Maine","SEAWEED, ROCKWEED",3181549.58,"N. New England"
2014,"Maine","SHRIMP, NORTHERN",23285629.6,"N. New England"
2014,"Maine","SKATES, RAJIDAE (FAMILY) **",505446.85,"N. New England"
2014,"Maine","SQUID, LONGFIN LOLIGO",4348239.96,"N. New England"
2014,"Maine","SQUID, SHORTFIN ILLEX",654343.29,"N. New England"
2014,"Maine","TILEFISH, GOLDEN",37686.63,"N. New England"
2014,"Maryland","BASS, BLACK SEA",804782.26,"Mid Atlantic"
2014,"Maryland","BASS, STRIPED",7806680.88,"Mid Atlantic"
2014,"Maryland","BLUEFISH",47806.16,"Mid Atlantic"
2014,"Maryland","BUTTERFISH",8109.67,"Mid Atlantic"
2014,"Maryland","CATFISH, BLUE",208180.1,"Mid Atlantic"
2014,"Maryland","CATFISH, CHANNEL",1264558.05,"Mid Atlantic"
2014,"Maryland","CATFISH, FLATHEAD",19974.14,"Mid Atlantic"
2014,"Maryland","CATFISH, WHITE",13624.17,"Mid Atlantic"
2014,"Maryland","CATFISHES, BULLHEAD **",16393.96,"Mid Atlantic"
2014,"Maryland","CATFISHES, FORKTAIL **",109.98,"Mid Atlantic"
2014,"Maryland","CLAM, SOFT",140708.51,"Mid Atlantic"
2014,"Maryland","CRAB, BLUE",50985795.05,"Mid Atlantic"
2014,"Maryland","CRAB, HORSESHOE",461421.65,"Mid Atlantic"
2014,"Maryland","CRAB, JONAH",111862.54,"Mid Atlantic"
2014,"Maryland","CRAPPIES **",11425.51,"Mid Atlantic"
2014,"Maryland","CROAKER, ATLANTIC",475084.42,"Mid Atlantic"
2014,"Maryland","DOLPHINFISH",54374.17,"Mid Atlantic"
2014,"Maryland","DRUM, RED",441.85,"Mid Atlantic"
2014,"Maryland","EEL, AMERICAN",1452898.1,"Mid Atlantic"
2014,"Maryland","FLOUNDER, SUMMER",576986.9,"Mid Atlantic"
2014,"Maryland","GOOSEFISH",114805.99,"Mid Atlantic"
2014,"Maryland","HAKE, RED",1043.86,"Mid Atlantic"
2014,"Maryland","HAKE, SILVER",1237.77,"Mid Atlantic"
2014,"Maryland","HERRING, ATLANTIC",632.87,"Mid Atlantic"
2014,"Maryland","JACK, CREVALLE",29.91,"Mid Atlantic"
2014,"Maryland","KINGFISHES **",569.2,"Mid Atlantic"
2014,"Maryland","LOBSTER, AMERICAN",292872.44,"Mid Atlantic"
2014,"Maryland","MACKEREL, ATLANTIC",337.66,"Mid Atlantic"
2014,"Maryland","MACKEREL, SPANISH",2558.51,"Mid Atlantic"
2014,"Maryland","MENHADENS **",1331807.74,"Mid Atlantic"
2014,"Maryland","MULLETS **",199.7,"Mid Atlantic"
2014,"Maryland","OYSTER, EASTERN",15133752.68,"Mid Atlantic"
2014,"Maryland","PERCH, WHITE",1312891.93,"Mid Atlantic"
2014,"Maryland","PERCH, YELLOW",48745.83,"Mid Atlantic"
2014,"Maryland","SCALLOP, SEA",1281450.79,"Mid Atlantic"
2014,"Maryland","SCUP",132266,"Mid Atlantic"
2014,"Maryland","SHAD, GIZZARD",468937.04,"Mid Atlantic"
2014,"Maryland","SHAD, HICKORY",347.31,"Mid Atlantic"
2014,"Maryland","SHARK, BLACKTIP",358.89,"Mid Atlantic"
2014,"Maryland","SHARK, DOGFISH, SMOOTH",78257.47,"Mid Atlantic"
2014,"Maryland","SHARK, DOGFISH, SPINY",158210.97,"Mid Atlantic"
2014,"Maryland","SHARK, MAKO, SHORTFIN",19814.96,"Mid Atlantic"
2014,"Maryland","SHARK, SPINNER",1196.29,"Mid Atlantic"
2014,"Maryland","SHARK, THRESHER",4999.32,"Mid Atlantic"
2014,"Maryland","SKATES, RAJIDAE (FAMILY) **",25237.81,"Mid Atlantic"
2014,"Maryland","SNAKEHEAD, NORTHERN",1932.39,"Mid Atlantic"
2014,"Maryland","SPOT",305181.66,"Mid Atlantic"
2014,"Maryland","SQUID, LONGFIN LOLIGO",3546.41,"Mid Atlantic"
2014,"Maryland","SUNFISHES **",432.21,"Mid Atlantic"
2014,"Maryland","SWORDFISH",91680.01,"Mid Atlantic"
2014,"Maryland","TILEFISH, GOLDEN",3448.97,"Mid Atlantic"
2014,"Maryland","TILEFISH, GOLDFACE",3460.55,"Mid Atlantic"
2014,"Maryland","TRIGGERFISHES **",124.45,"Mid Atlantic"
2014,"Maryland","TUNA, ALBACORE",26320.26,"Mid Atlantic"
2014,"Maryland","TUNA, BIGEYE",390795.34,"Mid Atlantic"
2014,"Maryland","TUNA, BLUEFIN",12303.43,"Mid Atlantic"
2014,"Maryland","TUNA, SKIPJACK",22.19,"Mid Atlantic"
2014,"Maryland","TUNA, YELLOWFIN",592414.19,"Mid Atlantic"
2014,"Maryland","TURTLES, SNAPPING",128364.56,"Mid Atlantic"
2014,"Maryland","WEAKFISH",4206.3,"Mid Atlantic"
2014,"Maryland","WHELK, CHANNELED",57211.49,"Mid Atlantic"
2014,"Maryland","WHELK, KNOBBED",11173.71,"Mid Atlantic"
2014,"Maryland","ALEWIFE",8856.37,"Mid Atlantic"
2014,"Maryland","AMBERJACKS **",13.14,"Mid Atlantic"
2014,"Maryland","BONITO, ATLANTIC",1301.65,"Mid Atlantic"
2014,"Maryland","CARP, COMMON",4886.24,"Mid Atlantic"
2014,"Maryland","CLAM, QUAHOG, OCEAN",945558.39,"Mid Atlantic"
2014,"Maryland","CLAM, SURF, ATLANTIC",1338998.14,"Mid Atlantic"
2014,"Maryland","COBIA",132.89,"Mid Atlantic"
2014,"Maryland","COD, ATLANTIC",402.16,"Mid Atlantic"
2014,"Maryland","CONCHS **",22005.32,"Mid Atlantic"
2014,"Maryland","CRAB, ATLANTIC ROCK",209.7,"Mid Atlantic"
2014,"Maryland","CUNNER",20.71,"Mid Atlantic"
2014,"Maryland","DEALFISH",4.91,"Mid Atlantic"
2014,"Maryland","DORY, BUCKLER",39.9,"Mid Atlantic"
2014,"Maryland","DRUM, BLACK",629.65,"Mid Atlantic"
2014,"Maryland","EEL, CONGER",294.85,"Mid Atlantic"
2014,"Maryland","ESCOLAR",31.45,"Mid Atlantic"
2014,"Maryland","FLOUNDER, WINTER",2791.08,"Mid Atlantic"
2014,"Maryland","FLOUNDER, WITCH",195.28,"Mid Atlantic"
2014,"Maryland","GARS, SLENDER **",111.99,"Mid Atlantic"
2014,"Maryland","HAKE, WHITE",1.26,"Mid Atlantic"
2014,"Maryland","MACKEREL, KING",29.56,"Mid Atlantic"
2014,"Maryland","OCTOPUSES **",105.48,"Mid Atlantic"
2014,"Maryland","POLLOCK",23.15,"Mid Atlantic"
2014,"Maryland","POUT, OCEAN",48.9,"Mid Atlantic"
2014,"Maryland","PUFFER, NORTHERN",521.5,"Mid Atlantic"
2014,"Maryland","REDFISH, ACADIAN",28.57,"Mid Atlantic"
2014,"Maryland","SEAROBINS **",47.46,"Mid Atlantic"
2014,"Maryland","SEATROUT, SPOTTED",2213.11,"Mid Atlantic"
2014,"Maryland","SHAD, AMERICAN",20023.08,"Mid Atlantic"
2014,"Maryland","SHARK, BLUE",13.3,"Mid Atlantic"
2014,"Maryland","SHARK, MAKO, LONGFIN",354.02,"Mid Atlantic"
2014,"Maryland","SHARK, SHARPNOSE, ATLANTIC",38.6,"Mid Atlantic"
2014,"Maryland","SHARK, SILKY",57.53,"Mid Atlantic"
2014,"Maryland","SHARKS, HAMMERHEAD **",58.93,"Mid Atlantic"
2014,"Maryland","SHARKS, MAKO **",2993.52,"Mid Atlantic"
2014,"Maryland","SKATE, WINTER",1685.32,"Mid Atlantic"
2014,"Maryland","TAUTOG",562.98,"Mid Atlantic"
2014,"Maryland","TILEFISH, BLUELINE",5068.06,"Mid Atlantic"
2014,"Maryland","TILEFISH, SAND",699.66,"Mid Atlantic"
2014,"Maryland","TILEFISHES **",308.31,"Mid Atlantic"
2014,"Maryland","TOADFISHES, BATRACHOIDIDAE (FAMILY) **",3.33,"Mid Atlantic"
2014,"Maryland","TUNA, LITTLE TUNNY",1243,"Mid Atlantic"
2014,"Maryland","WAHOO",218.73,"Mid Atlantic"
2014,"Massachusetts","BASS, BLACK SEA",966360.2,"S. New England"
2014,"Massachusetts","BASS, STRIPED",4661698.54,"S. New England"
2014,"Massachusetts","BLUEFISH",479791.42,"S. New England"
2014,"Massachusetts","BONITO, ATLANTIC",4521.77,"S. New England"
2014,"Massachusetts","BUTTERFISH",149106.64,"S. New England"
2014,"Massachusetts","CLAM, ARK, BLOOD",68031.14,"S. New England"
2014,"Massachusetts","CLAM, QUAHOG, NORTHERN",3509055.13,"S. New England"
2014,"Massachusetts","CLAM, QUAHOG, OCEAN",9467976.15,"S. New England"
2014,"Massachusetts","CLAM, RAZOR, ATLANTIC",1756623.96,"S. New England"
2014,"Massachusetts","CLAM, SOFT",3863884.65,"S. New England"
2014,"Massachusetts","CLAM, SURF, ATLANTIC",16171633.51,"S. New England"
2014,"Massachusetts","COD, ATLANTIC",7229452.79,"S. New England"
2014,"Massachusetts","CONCHS **",392452.78,"S. New England"
2014,"Massachusetts","CRAB, ATLANTIC ROCK",82941.32,"S. New England"
2014,"Massachusetts","CRAB, GREEN",56780.25,"S. New England"
2014,"Massachusetts","CRAB, HORSESHOE",457677.47,"S. New England"
2014,"Massachusetts","CRAB, JONAH",8990785.69,"S. New England"
2014,"Massachusetts","CUSK",57035.91,"S. New England"
2014,"Massachusetts","DOLPHINFISH",92131.51,"S. New England"
2014,"Massachusetts","DORY, BUCKLER",3894.69,"S. New England"
2014,"Massachusetts","EEL, AMERICAN",8749.3,"S. New England"
2014,"Massachusetts","EEL, CONGER",2990.72,"S. New England"
2014,"Massachusetts","ESCOLAR",3993.09,"S. New England"
2014,"Massachusetts","FLOUNDER, AMERICAN PLAICE",3638795.42,"S. New England"
2014,"Massachusetts","FLOUNDER, SUMMER",2415641.46,"S. New England"
2014,"Massachusetts","FLOUNDER, WINTER",7220911.88,"S. New England"
2014,"Massachusetts","FLOUNDER, WITCH",2587996.6,"S. New England"
2014,"Massachusetts","FLOUNDER, YELLOWTAIL",1452541.15,"S. New England"
2014,"Massachusetts","GOOSEFISH",9674920.41,"S. New England"
2014,"Massachusetts","HADDOCK",10199149.09,"S. New England"
2014,"Massachusetts","HAKE, OFFSHORE",363.71,"S. New England"
2014,"Massachusetts","HAKE, RED",90929.44,"S. New England"
2014,"Massachusetts","HAKE, SILVER",5629941.92,"S. New England"
2014,"Massachusetts","HAKE, WHITE",4323377.78,"S. New England"
2014,"Massachusetts","HAKES, RED AND WHITE **",717.77,"S. New England"
2014,"Massachusetts","HALIBUT, ATLANTIC",225771.32,"S. New England"
2014,"Massachusetts","HERRING, ATLANTIC",9099449.13,"S. New England"
2014,"Massachusetts","KINGFISHES **",17007.54,"S. New England"
2014,"Massachusetts","LANCE, AMERICAN SAND",20567.46,"S. New England"
2014,"Massachusetts","LOBSTER, AMERICAN",65926885.6,"S. New England"
2014,"Massachusetts","MACKEREL, ATLANTIC",2335694.72,"S. New England"
2014,"Massachusetts","MENHADENS **",160182.92,"S. New England"
2014,"Massachusetts","MUSSEL, SEA",1383516.31,"S. New England"
2014,"Massachusetts","OYSTER, EASTERN",18885245.14,"S. New England"
2014,"Massachusetts","POLLOCK",6787627.11,"S. New England"
2014,"Massachusetts","REDFISH, ACADIAN",4988521.43,"S. New England"
2014,"Massachusetts","SCALLOP, BAY",2436582.28,"S. New England"
2014,"Massachusetts","SCALLOP, SEA",261806328.75,"S. New England"
2014,"Massachusetts","SCUP",698413.95,"S. New England"
2014,"Massachusetts","SEAROBINS **",437.03,"S. New England"
2014,"Massachusetts","SHARK, DOGFISH, SPINY",1956198.51,"S. New England"
2014,"Massachusetts","SHARK, MAKO, SHORTFIN",50135.06,"S. New England"
2014,"Massachusetts","SHARK, PORBEAGLE",2379.07,"S. New England"
2014,"Massachusetts","SKATE, BARNDOOR",2071.31,"S. New England"
2014,"Massachusetts","SKATE, LITTLE",27201.07,"S. New England"
2014,"Massachusetts","SKATE, SMOOTH",69536.15,"S. New England"
2014,"Massachusetts","SKATE, WINTER",2876660.81,"S. New England"
2014,"Massachusetts","SKATES, RAJIDAE (FAMILY) **",1413447.62,"S. New England"
2014,"Massachusetts","SQUID, LONGFIN LOLIGO",2227490.5,"S. New England"
2014,"Massachusetts","SQUID, SHORTFIN ILLEX",28853.69,"S. New England"
2014,"Massachusetts","SWORDFISH",944795.18,"S. New England"
2014,"Massachusetts","TAUTOG",222751.65,"S. New England"
2014,"Massachusetts","TILEFISH, GOLDEN",5494.24,"S. New England"
2014,"Massachusetts","TRIGGERFISHES **",1127.79,"S. New England"
2014,"Massachusetts","TUNA, ALBACORE",103606.23,"S. New England"
2014,"Massachusetts","TUNA, BIGEYE",746179.6,"S. New England"
2014,"Massachusetts","TUNA, BLUEFIN",3734392.31,"S. New England"
2014,"Massachusetts","TUNA, YELLOWFIN",586590,"S. New England"
2014,"Massachusetts","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",53539.66,"S. New England"
2014,"Massachusetts","WAHOO",4729.2,"S. New England"
2014,"Massachusetts","WEAKFISH",1741.37,"S. New England"
2014,"Massachusetts","WHELK, CHANNELED",4691631.77,"S. New England"
2014,"Massachusetts","WHELK, KNOBBED",579182.67,"S. New England"
2014,"Massachusetts","WHELK, WAVED",52597.1,"S. New England"
2014,"Massachusetts","CRAB, RED DEEPSEA",1092575.07,"S. New England"
2014,"Massachusetts","CRABS, BRACHYURA **",5561.04,"S. New England"
2014,"Massachusetts","CUNNER",244.11,"S. New England"
2014,"Massachusetts","GOOSEFISH, BLACKFIN",82.83,"S. New England"
2014,"Massachusetts","HAGFISHES **",411082.28,"S. New England"
2014,"Massachusetts","MACKEREL, SPANISH",1633.34,"S. New England"
2014,"Massachusetts","MUMMICHOG",63898.7,"S. New England"
2014,"Massachusetts","OCTOPUSES **",7.6,"S. New England"
2014,"Massachusetts","OPAH",288.72,"S. New England"
2014,"Massachusetts","PERCH, WHITE",8209.65,"S. New England"
2014,"Massachusetts","PERIWINKLES, ATLANTIC **",9872.33,"S. New England"
2014,"Massachusetts","SCULPINS **",105.17,"S. New England"
2014,"Massachusetts","SHAD, AMERICAN",895.14,"S. New England"
2014,"Massachusetts","SHARK, DOGFISH, SMOOTH",2059.12,"S. New England"
2014,"Massachusetts","SNAILS, MOON **",1698.16,"S. New England"
2014,"Massachusetts","TILEFISH, BLUELINE",28.08,"S. New England"
2014,"Massachusetts","TILEFISH, SAND",2.81,"S. New England"
2014,"Massachusetts","TUNA, LITTLE TUNNY",2153.24,"S. New England"
2014,"Massachusetts","TUNA, SKIPJACK",173997.37,"S. New England"
2014,"Massachusetts","VERTEBRATES, JAWED",569460.33,"S. New England"
2014,"Massachusetts","WHELK, LIGHTNING",9.36,"S. New England"
2014,"Massachusetts","WINDOWPANE",689683.7,"S. New England"
2014,"New Hampshire","COD, ATLANTIC",551155.77,"N. New England"
2014,"New Hampshire","CRAB, JONAH",278898.06,"N. New England"
2014,"New Hampshire","CUSK",1728.83,"N. New England"
2014,"New Hampshire","HADDOCK",17566.13,"N. New England"
2014,"New Hampshire","LOBSTER, AMERICAN",20019064.39,"N. New England"
2014,"New Hampshire","MACKEREL, ATLANTIC",36532.12,"N. New England"
2014,"New Hampshire","POLLOCK",829504.89,"N. New England"
2014,"New Hampshire","SCALLOP, SEA",332683.74,"N. New England"
2014,"New Hampshire","TUNA, BLUEFIN",352911.61,"N. New England"
2014,"New Hampshire","BLUEFISH",11047.42,"N. New England"
2014,"New Hampshire","BUTTERFISH",633.69,"N. New England"
2014,"New Hampshire","CRAB, ATLANTIC ROCK",11239.46,"N. New England"
2014,"New Hampshire","FLOUNDER, AMERICAN PLAICE",160561.24,"N. New England"
2014,"New Hampshire","FLOUNDER, WINTER",37688.61,"N. New England"
2014,"New Hampshire","FLOUNDER, WITCH",84729.14,"N. New England"
2014,"New Hampshire","FLOUNDER, YELLOWTAIL",50039.5,"N. New England"
2014,"New Hampshire","GOOSEFISH",278197.15,"N. New England"
2014,"New Hampshire","HAKE, RED",1937.66,"N. New England"
2014,"New Hampshire","HAKE, SILVER",38865.27,"N. New England"
2014,"New Hampshire","HAKE, WHITE",74222.82,"N. New England"
2014,"New Hampshire","HALIBUT, ATLANTIC",4200.75,"N. New England"
2014,"New Hampshire","HERRING, ATLANTIC",134306.47,"N. New England"
2014,"New Hampshire","REDFISH, ACADIAN",12239.72,"N. New England"
2014,"New Hampshire","SHARK, DOGFISH, SPINY",107137.2,"N. New England"
2014,"New Hampshire","SKATE, WINTER",1414.59,"N. New England"
2014,"New Hampshire","SKATES, RAJIDAE (FAMILY) **",2998.78,"N. New England"
2014,"New Hampshire","SQUID, LONGFIN LOLIGO",122.33,"N. New England"
2014,"New Jersey","BASS, BLACK SEA",1546307.91,"Mid Atlantic"
2014,"New Jersey","BLUEFISH",252921.26,"Mid Atlantic"
2014,"New Jersey","BONITO, ATLANTIC",61955.16,"Mid Atlantic"
2014,"New Jersey","BUTTERFISH",83395.72,"Mid Atlantic"
2014,"New Jersey","CLAM, SURF, ATLANTIC",11051042.89,"Mid Atlantic"
2014,"New Jersey","COBIA",809.42,"Mid Atlantic"
2014,"New Jersey","CONCHS **",796.88,"Mid Atlantic"
2014,"New Jersey","CRAB, BLUE",4010396.13,"Mid Atlantic"
2014,"New Jersey","CRAB, JONAH",19834.26,"Mid Atlantic"
2014,"New Jersey","CROAKER, ATLANTIC",126535.4,"Mid Atlantic"
2014,"New Jersey","DOLPHINFISH",59617.57,"Mid Atlantic"
2014,"New Jersey","DORY, BUCKLER",18826.09,"Mid Atlantic"
2014,"New Jersey","DRUM, BLACK",2747.6,"Mid Atlantic"
2014,"New Jersey","EEL, AMERICAN",249023.67,"Mid Atlantic"
2014,"New Jersey","EEL, CONGER",11640.65,"Mid Atlantic"
2014,"New Jersey","ESCOLAR",3133.5,"Mid Atlantic"
2014,"New Jersey","FLOUNDER, SUMMER",4690804.99,"Mid Atlantic"
2014,"New Jersey","FLOUNDER, WINTER",26484.26,"Mid Atlantic"
2014,"New Jersey","FLOUNDER, YELLOWTAIL",12010.15,"Mid Atlantic"
2014,"New Jersey","GOOSEFISH",2342137.3,"Mid Atlantic"
2014,"New Jersey","GROUPERS, SERRANIDAE (FAMILY) **",4006.6,"Mid Atlantic"
2014,"New Jersey","HAKE, RED",42385.24,"Mid Atlantic"
2014,"New Jersey","HAKE, SILVER",414215.56,"Mid Atlantic"
2014,"New Jersey","HAKES, RED AND WHITE **",47.27,"Mid Atlantic"
2014,"New Jersey","HERRING, ATLANTIC",593612.4,"Mid Atlantic"
2014,"New Jersey","KINGFISHES **",1914.06,"Mid Atlantic"
2014,"New Jersey","LOBSTER, AMERICAN",2296373.51,"Mid Atlantic"
2014,"New Jersey","MACKEREL, ATLANTIC",11885.7,"Mid Atlantic"
2014,"New Jersey","MACKEREL, ATLANTIC CHUB",141047.14,"Mid Atlantic"
2014,"New Jersey","MACKEREL, SPANISH",676.29,"Mid Atlantic"
2014,"New Jersey","MENHADENS **",5570777.78,"Mid Atlantic"
2014,"New Jersey","MUMMICHOG",-4335.58,"Mid Atlantic"
2014,"New Jersey","SCALLOP, SEA",84651367.05,"Mid Atlantic"
2014,"New Jersey","SCUP",1164929.48,"Mid Atlantic"
2014,"New Jersey","SEAROBIN, NORTHERN",108.05,"Mid Atlantic"
2014,"New Jersey","SEAROBINS **",1004.3,"Mid Atlantic"
2014,"New Jersey","SHAD, HICKORY",200.67,"Mid Atlantic"
2014,"New Jersey","SHARK, BLACKTIP",1728.83,"Mid Atlantic"
2014,"New Jersey","SHARK, DOGFISH, SMOOTH",343053.81,"Mid Atlantic"
2014,"New Jersey","SHARK, DOGFISH, SPINY",339109.92,"Mid Atlantic"
2014,"New Jersey","SHARK, FINETOOTH",4748.49,"Mid Atlantic"
2014,"New Jersey","SHARK, HAMMERHEAD, GREAT",1186.64,"Mid Atlantic"
2014,"New Jersey","SHARK, MAKO, SHORTFIN",30305.63,"Mid Atlantic"
2014,"New Jersey","SHARK, THRESHER",15142.69,"Mid Atlantic"
